Administration,Avis,Adresses,Dates,Régions,Latitudes,Longitudes,Processing,Labels,Topics
Commissariat de Police Nationale,"Quand je lis qu'aucune équipe ne se déplace la nuit, j'ai du mal à le croire! Encore faut-il prendre son téléphone et demandez gentiment à ce qu'une équipe vienne ... …","27 Rue Dailly, 92210 Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['quand', 'lis', 'aucune', 'équipe', 'déplace', 'nuit', 'mal', 'croire', 'encore', 'faut', 'prendre', 'téléphone', 'demandez', 'gentiment', 'équipe', 'vienne']",Négatif,équipe quand lis aucune
Commissariat de Police Nationale,"Tapage nocturne un samedi soir, juste à côté de l’hôpital de St Cloud où nous étions, musique à fond et cris à chaque changement de chanson. Nous avons contacté le commissariat à 23h et à 3h du matin. Le staff de l’hôpital aussi car tous …","27 Rue Dailly, 92210 Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['tapage', 'nocturne', 'samedi', 'soir', 'juste', 'côté', 'hôpital', 'st', 'cloud', 'où', 'musique', 'fond', 'cris', 'chaque', 'changement', 'chanson', 'contacté', 'commissariat', 'matin', 'staff', 'hôpital', 'aussi', 'car', 'tous']",Négatif,hôpital tapage nocturne samedi
Commissariat de Police Nationale,"J’ai voulu réservera l’hôtel de police  une nuit d’hôtel ils m’on dit c’est complet , par contre ils ont une suite au sous sol ??? C’est bizarre","27 Rue Dailly, 92210 Saint-Cloud",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['voulu', 'réservera', 'hôtel', 'police', 'nuit', 'hôtel', 'dit', 'complet', 'contre', 'suite', 'sous', 'sol', 'bizarre']",Négatif,hôtel voulu réservera police
Commissariat de Police Nationale,Je me suis fait contrôler pour un relevé d'identité ils n'ont aucun respect aucune tact je me demande où ils ont dégoter ces personnes je comprends mieux pourquoi les gendarmes ne montre aucun à ces personnes.,"27 Rue Dailly, 92210 Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['fait', 'contrôler', 'relevé', 'identité', 'aucun', 'respect', 'aucune', 'tact', 'demande', 'où', 'dégoter', 'personnes', 'comprends', 'mieux', 'pourquoi', 'gendarmes', 'montre', 'aucun', 'personnes']",Négatif,aucun personnes fait contrôler
Commissariat de Police Nationale,Apparemment ils ne se déplacent pas entre 3h et 6h du matin pour tapage nocturne sur la voie publique même avec une relance par police secours de plusieurs personnes. Bon à savoir.,"27 Rue Dailly, 92210 Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['apparemment', 'déplacent', 'entre', 'matin', 'tapage', 'nocturne', 'voie', 'publique', 'relance', 'police', 'secours', 'plusieurs', 'personnes', 'bon', 'savoir']",Négatif,apparemment déplacent entre matin
Commissariat de Police Nationale,"Personnel très gentil mais après un certain nombre de sollicitations, pas vraiment convaincu de l'efficacité de commissariat qui se contente assez rapidement de répéter ""on n'a pas de moyens etc."". Manque d'énergie...","27 Rue Dailly, 92210 Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['personnel', 'très', 'gentil', 'après', 'certain', 'nombre', 'sollicitations', 'vraiment', 'convaincu', 'efficacité', 'commissariat', 'contente', 'assez', 'rapidement', 'répéter', 'moyens', 'etc', 'manque', 'énergie']",Négatif,personnel très gentil après
Commissariat de Police Nationale,"N'accepte pas les plaintes entre minuit et sept heure du matin... L'excuse était il y a du monde alors qu'il n'y avait strictement personne, ils étaient juste en pause... A fuir","27 Rue Dailly, 92210 Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['accepte', 'plaintes', 'entre', 'minuit', 'sept', 'heure', 'matin', 'excuse', 'monde', 'alors', 'strictement', 'personne', 'juste', 'pause', 'fuir']",Négatif,accepte plaintes entre minuit
Commissariat de Police Nationale,Si vous appelez pour tapage nocturne passez votre chemin ...,"27 Rue Dailly, 92210 Saint-Cloud",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['si', 'appelez', 'tapage', 'nocturne', 'passez', 'chemin']",Négatif,si appelez tapage nocturne
Commissariat de Police Nationale,Personnel agressif et pas agréable,"27 Rue Dailly, 92210 Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['personnel', 'agressif', 'agréable']",Négatif,personnel agressif agréable
Commissariat central de Saint-Denis,"Nous avons essayé de les joindre impossible donc on a réussi grâce au 17 en interne pour porter plainte contre un vol de téléphone qu'on géocalisais . On nous a demandé de venir porter plainte au commissariat s'ils voulaient qu'ils agissent. On a été de Louvre jusqu'à st Denis pour q'un policier nous reçoive dehors sans nous faire entrer avec mon neveu. Très aimable il nous a dit qu'il valait mieux voir avec l'assurance qu'ils pouvaient pas aller chez les gens ainsi que c'était pas assez précis. Et qu'ils leur fallait le numéro ADEI pour aller interpeller la personne. Et qu'on pouvait aller demain porter plainte vers Louvre. On refait dégoûté le chemin en sens inverse se disant qu'on s'est fait endormir. Qu'il aurait pu prendre notre plainte au molns. Rentré au domicile on localise toujours le téléphone mais personne ne veut y aller. On retente demain chez les gendarmes.
J'ai voulu faire la morale a un jeune qui croyait pas en la police et bien j'ai raté car il avait raison aucun effort pour aider les gens même prendre une plante en service de nuit.","10 Av. Jean Moulin, 93200 Saint-Denis",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['essayé', 'joindre', 'impossible', 'donc', 'réussi', 'grâce', 'interne', 'porter', 'plainte', 'contre', 'vol', 'téléphone', 'géocalisais', 'demandé', 'venir', 'porter', 'plainte', 'commissariat', 'voulaient', 'agissent', 'louvre', 'jusqu', 'st', 'denis', 'q', 'policier', 'reçoive', 'dehors', 'sans', 'faire', 'entrer', 'neveu', 'très', 'aimable', 'dit', 'valait', 'mieux', 'voir', 'assurance', 'pouvaient', 'aller', 'chez', 'gens', 'ainsi', 'assez', 'précis', 'fallait', 'numéro', 'adei', 'aller', 'interpeller', 'personne', 'pouvait', 'aller', 'demain', 'porter', 'plainte', 'vers', 'louvre', 'refait', 'dégoûté', 'chemin', 'sens', 'inverse', 'disant', 'fait', 'endormir', 'pu', 'prendre', 'plainte', 'molns', 'rentré', 'domicile', 'localise', 'toujours', 'téléphone', 'personne', 'veut', 'aller', 'retente', 'demain', 'chez', 'gendarmes', 'voulu', 'faire', 'morale', 'jeune', 'croyait', 'police', 'raté', 'car', 'raison', 'aucun', 'effort', 'aider', 'gens', 'prendre', 'plante', 'service', 'nuit']",Négatif,plainte aller porter téléphone
Commissariat central de Saint-Denis,Ils ne répondent jamais au telephone. Ils remplissent le procès verbal avec plein d'erreurs. On m'as fait attendre 3 heures pour récupérér un scooter et en fin je suis parti sans scooter parce que ils ne savent pas où ils l'ont déposé...,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['répondent', 'jamais', 'telephone', 'remplissent', 'procès', 'verbal', 'plein', 'erreurs', 'fait', 'attendre', 'heures', 'récupérér', 'scooter', 'fin', 'parti', 'sans', 'scooter', 'parce', 'savent', 'où', 'déposé']",Négatif,scooter répondent jamais telephone
Commissariat central de Saint-Denis,Quand vous grillez un feu rouge sans gyrophare et sans sirène et que vous évitez les enfants qui sont en train de traverser grâce à leur vigilance et quand c’est au vert pour eux.  Vous pensez que c’est comme vous pouvez valoriser la police?,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['quand', 'grillez', 'feu', 'rouge', 'sans', 'gyrophare', 'sans', 'sirène', 'évitez', 'enfants', 'train', 'traverser', 'grâce', 'vigilance', 'quand', 'vert', 'pensez', 'comme', 'pouvez', 'valoriser', 'police']",Négatif,quand sans grillez feu
Commissariat central de Saint-Denis,"Tu fait ta pré plainte en ligne tu attends 3 jours pour avoir un appel de leur part pour un RdV, et ils se permettent d’annuler ta pré plainte du fait que tu ne les as pas rappelé alors qu’ils sont injoignables.","10 Av. Jean Moulin, 93200 Saint-Denis",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['fait', 'pré', 'plainte', 'ligne', 'attends', 'jours', 'avoir', 'appel', 'part', 'rdv', 'permettent', 'annuler', 'pré', 'plainte', 'fait', 'rappelé', 'alors', 'injoignables']",Négatif,fait pré plainte ligne
Commissariat central de Saint-Denis,Mon mari net pas rentré cette nuit j'appelle tout les commisaria au Alantour ya que eu qui on pas voulu me dire si il ete la ou pas ! Je reste inquiète sans savoir 🤬 …,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['mari', 'net', 'rentré', 'cette', 'nuit', 'appelle', 'commisaria', 'alantour', 'ya', 'voulu', 'dire', 'si', 'ete', 'reste', 'inquiète', 'sans', 'savoir']",Négatif,mari net rentré cette
Commissariat central de Saint-Denis,Garde a vue longue manger froid pas aimable,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,"['garde', 'vue', 'longue', 'manger', 'froid', 'aimable']",Négatif,garde vue longue manger
Commissariat central de Saint-Denis,"pour déposer une
plainte il faut aller
sur internet,
c'est injuste","10 Av. Jean Moulin, 93200 Saint-Denis",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['déposer', 'plainte', 'faut', 'aller', 'internet', 'injuste']",Négatif,déposer plainte faut aller
Commissariat central de Saint-Denis,Ne répond pas au téléphone.,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['répond', 'téléphone']",Négatif,répond téléphone
Commissariat central de Saint-Denis,Ne répond JAMAIS au téléphone.,"10 Av. Jean Moulin, 93200 Saint-Denis",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['répond', 'jamais', 'téléphone']",Négatif,répond jamais téléphone
Commissariat de Police,"Venu pour signer ma procuration, le commissariat semble fermé car il n’y a personne pour ouvrir.
J’assiste au ballet de voitures de police qui arrivent à fond, avec une fausse …","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 11 mois, Ile-de-France,48.6443057,2.7537863,"['venu', 'signer', 'procuration', 'commissariat', 'semble', 'fermé', 'car', 'personne', 'ouvrir', 'assiste', 'ballet', 'voitures', 'police', 'arrivent', 'fond', 'fausse']",Négatif,venu signer procuration commissariat
Commissariat de Police,"Plus de 2 h d'attente pour un simple dépôt de plainte,le problème c'est que yavait un seul agent qui recevait les autres on les entend rigoler sans aucune. Considérations pour les citoyens.franchemt c'est malheureux pour un pays comme la France .quel décadence !!!!","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['plus', 'attente', 'simple', 'dépôt', 'plainte', 'problème', 'yavait', 'seul', 'agent', 'recevait', 'autres', 'entend', 'rigoler', 'sans', 'aucune', 'considérations', 'citoyens', 'franchemt', 'malheureux', 'pays', 'comme', 'france', 'quel', 'décadence']",Négatif,plus attente simple dépôt
Commissariat de Police,Commerçant de Pantin. Quand j'ai un souci avec avec le client j'ai appelé le sos en fin il sont venu un peut tard et aussi il sont était gentil avec le monsieur m'a agressé. Il sont dit j'ai ajouté les choses pour rien en plus il sont même …,"14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['commerçant', 'pantin', 'quand', 'souci', 'client', 'appelé', 'sos', 'fin', 'venu', 'peut', 'tard', 'aussi', 'gentil', 'monsieur', 'agressé', 'dit', 'ajouté', 'choses', 'rien', 'plus']",Négatif,commerçant pantin quand souci
Commissariat de Police,Attente interminable alors que j'étais seule en salle d'attente. Comportement limite de certains fonctionnaires qui rient au nez de personnes qui ont des accents étrangers. Accueil à revoir. Dommage que nos impôts servent à payer pour ça...,"14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['attente', 'interminable', 'alors', 'seule', 'salle', 'attente', 'comportement', 'limite', 'certains', 'fonctionnaires', 'rient', 'nez', 'personnes', 'accents', 'étrangers', 'accueil', 'revoir', 'dommage', 'impôts', 'servent', 'payer', 'ça']",Négatif,attente interminable alors seule
Commissariat de Police,"Énormément d’attente et très peu d’informations de la part de l’accueil, qui est par ailleurs très peu arrangeant. La pré-plainte en ligne changera-t-elle les choses la prochaine fois ?","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['énormément', 'attente', 'très', 'peu', 'informations', 'part', 'accueil', 'ailleurs', 'très', 'peu', 'arrangeant', 'pré', 'plainte', 'ligne', 'changera', 'choses', 'prochaine', 'fois']",Négatif,très peu énormément attente
Commissariat de Police,"J'y suis allé pour déclarer une disparition. Ils m'ont dit qu'ils ne lanceraient pas d'avis de recherche sous prétexte que ""ça faisait déjà 3 ans, Monsieur, que votre grand-mère est décédé.""","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['allé', 'déclarer', 'disparition', 'dit', 'lanceraient', 'avis', 'recherche', 'sous', 'prétexte', 'ça', 'faisait', 'déjà', 'ans', 'monsieur', 'grand', 'mère', 'décédé']",Négatif,allé déclarer disparition dit
Commissariat de Police,"À fuir, il reste à l'abri dans leur bureau, personne ne vous réceptionne, ne vous ouvre la porte, ils ne connaissent la bienséance, ni la bienveillance, vous pouvez mourir sur place avant qu'on s'occupe de vous","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['fuir', 'reste', 'abri', 'bureau', 'personne', 'réceptionne', 'ouvre', 'porte', 'connaissent', 'bienséance', 'ni', 'bienveillance', 'pouvez', 'mourir', 'place', 'avant', 'occupe']",Négatif,fuir reste abri bureau
Commissariat de Police,Je viens déposer plainte pour vol et agression et Finalement je me fais agresser au téléphone au commissariat pour déposer plainte. Super désagréable et hautaine,"14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['viens', 'déposer', 'plainte', 'vol', 'agression', 'finalement', 'fais', 'agresser', 'téléphone', 'commissariat', 'déposer', 'plainte', 'super', 'désagréable', 'hautaine']",Négatif,déposer plainte viens vol
Commissariat de Police,appelé plusieurs fois pour tapage nocturne  mais ils ne viennent pas et cela dure depuis 4 mois,"14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['appelé', 'plusieurs', 'fois', 'tapage', 'nocturne', 'viennent', 'cela', 'dure', 'depuis', 'mois']",Négatif,appelé plusieurs fois tapage
Commissariat de Police,"Service public déplorable. Ils se foutent de votre gueule ouvertement et vont font poiroter
Juste pour sortir un véhicule de fourrière.","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['service', 'public', 'déplorable', 'foutent', 'gueule', 'ouvertement', 'vont', 'font', 'poiroter', 'juste', 'sortir', 'véhicule', 'fourrière']",Négatif,service public déplorable foutent
Commissariat de Police,"Chambre à désirer, insalubre, les murs sont sales et la nourriture laisse à désirer je n’y remettrais plus les pieds","14 Rue Eugène et Marie-Louise Cornet, 93500 Pantin",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['chambre', 'désirer', 'insalubre', 'murs', 'sales', 'nourriture', 'laisse', 'désirer', 'remettrais', 'plus', 'pieds']",Négatif,désirer chambre insalubre murs
Commissariat de Police nationale,Personne très désagréable au téléphone. Et me raccroche au nez ! Merci la police 👍 …,"13 Rue Emile Zola, 91120 Palaiseau",il y a 6 mois, Ile-de-France,48.6443057,2.7537863,"['personne', 'très', 'désagréable', 'téléphone', 'raccroche', 'nez', 'merci', 'police']",Négatif,personne très désagréable téléphone
Commissariat de Police nationale,Suite à infraction sur mon autolib je devais déposer plainte au Commissariat compétent de Palaiseau. La commissaire m'indique qu'ils sont débordé et donc d'aller voir le Commissariat de Châtenay-Malabry. Finalement mon assurance m'indique …,"13 Rue Emile Zola, 91120 Palaiseau",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['suite', 'infraction', 'autolib', 'devais', 'déposer', 'plainte', 'commissariat', 'compétent', 'palaiseau', 'commissaire', 'indique', 'débordé', 'donc', 'aller', 'voir', 'commissariat', 'châtenay', 'malabry', 'finalement', 'assurance', 'indique']",Négatif,commissariat indique suite infraction
Commissariat de Police nationale,"Très mauvais accueil
Je suis venu pour déclaration ma meme être à perdu son sac à main avec toute les papiers de dans …","13 Rue Emile Zola, 91120 Palaiseau",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['très', 'mauvais', 'accueil', 'venu', 'déclaration', 'meme', 'être', 'perdu', 'sac', 'main', 'toute', 'papiers']",Négatif,très mauvais accueil venu
Commissariat de Police nationale,"Accueil déplorable
Que la profession ne soit pas facile, soit.
Mais le minimum de politesse envers des citoyens plaignants n'est même pas de rigueur","13 Rue Emile Zola, 91120 Palaiseau",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['accueil', 'déplorable', 'profession', 'facile', 'minimum', 'politesse', 'envers', 'citoyens', 'plaignants', 'rigueur']",Négatif,accueil déplorable profession facile
Commissariat de Police nationale,"Accueil exécrable, personne devant nous et il nous on dit de revenir lundi car il y avait personne pour les plaintes … ça fait déjà 2 fois qu’on passe la première il nous on oublié et là faut repasser lundi car y’a personne!!!","13 Rue Emile Zola, 91120 Palaiseau",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['accueil', 'exécrable', 'personne', 'devant', 'dit', 'revenir', 'lundi', 'car', 'personne', 'plaintes', 'ça', 'fait', 'déjà', 'fois', 'passe', 'première', 'oublié', 'là', 'faut', 'repasser', 'lundi', 'car', 'personne']",Négatif,personne lundi car accueil
Commissariat de Police nationale,"L’interlocuteur ne souhaitait clairement pas travailler, parler à un robot aurait été similaire.","13 Rue Emile Zola, 91120 Palaiseau",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['interlocuteur', 'souhaitait', 'clairement', 'travailler', 'parler', 'robot', 'similaire']",Négatif,interlocuteur souhaitait clairement travailler
Police Nationale,"Ma mère a déposé plainte pour une piqûre sauvage (certificat du médecin des urgences, qui nous a dit de porter plainte).
La policière municipale ne l'a absolument pas prise au sérieux, lui arguant qu'il n'y avait pas de preuves (alors que ça s'est passé dans une boulangerie, dotée de caméras). Sa plainte a donc été immédiatement classée sans suite, pas d'enquête, rien.
Nous sommes à la limite de la faute professionnelle, c'est scandaleux.
Voilà où va notre argent. La France devient un pays tiers-mondiste.
Pour finir, ma mère lui a dit qu'elle aurait mieux fait de rester chez elle. Elle lui a répondu : ""oui"". C'est tellement humiliant.
À éviter absolument.","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,"['mère', 'déposé', 'plainte', 'piqûre', 'sauvage', 'certificat', 'médecin', 'urgences', 'dit', 'porter', 'plainte', 'policière', 'municipale', 'absolument', 'prise', 'sérieux', 'arguant', 'preuves', 'alors', 'ça', 'passé', 'boulangerie', 'dotée', 'caméras', 'plainte', 'donc', 'immédiatement', 'classée', 'sans', 'suite', 'enquête', 'rien', 'limite', 'faute', 'professionnelle', 'scandaleux', 'voilà', 'où', 'va', 'argent', 'france', 'devient', 'pays', 'tiers', 'mondiste', 'finir', 'mère', 'dit', 'mieux', 'fait', 'rester', 'chez', 'répondu', 'oui', 'tellement', 'humiliant', 'éviter', 'absolument']",Négatif,plainte mère dit absolument
Police Nationale,"Accueil physique et téléphonique au même niveau : inexistant, avec des horaires restreints (et inconciliables avec une vie professionnelle ordinaire).
Les délais de traitement sont particulièrement longs, ce qui n'arrange pas la …","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['accueil', 'physique', 'téléphonique', 'niveau', 'inexistant', 'horaires', 'restreints', 'inconciliables', 'vie', 'professionnelle', 'ordinaire', 'délais', 'traitement', 'particulièrement', 'longs', 'arrange']",Négatif,accueil physique téléphonique niveau
Police Nationale,"Inhumain.
Troisième fois que je me déplace en 6 mois pour annuler des amendes qui me sont injustement attribuées. Documents à l'appui. J'attends dehors sous la pluie pour …","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['inhumain', 'troisième', 'fois', 'déplace', 'mois', 'annuler', 'amendes', 'injustement', 'attribuées', 'documents', 'appui', 'attends', 'dehors', 'sous', 'pluie']",Négatif,inhumain troisième fois déplace
Police Nationale,"Ne répond jamais au téléphone, j’ai porter plainte il y a 2 mois pour agression et aucune nouvelles. Gendarmerie pitoyable","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,"['répond', 'jamais', 'téléphone', 'porter', 'plainte', 'mois', 'agression', 'aucune', 'nouvelles', 'gendarmerie', 'pitoyable']",Négatif,répond jamais téléphone porter
Police Nationale,Procuration impossible à faire si vous n’avez pas préparé la chose sur internet. Ils n’ont plus de cerfa… manifestement pas d’imprimante non plus pour en imprimer des vierges… Service public????,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['procuration', 'impossible', 'faire', 'si', 'préparé', 'chose', 'internet', 'plus', 'cerfa', 'manifestement', 'imprimante', 'non', 'plus', 'imprimer', 'vierges', 'service', 'public']",Négatif,plus procuration impossible faire
Police Nationale,Appel du commissariat pour joindre l'OMP. La personne que j'ai eu au téléphone manque réellement de discernement. Sachant qu'il s'agit d'une erreur de leur part. Même pas un excusez moi. Et par la suite me raccroche au nez lorsque je lui …,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['appel', 'commissariat', 'joindre', 'omp', 'personne', 'téléphone', 'manque', 'réellement', 'discernement', 'sachant', 'agit', 'erreur', 'part', 'excusez', 'suite', 'raccroche', 'nez', 'lorsque']",Négatif,appel commissariat joindre omp
Police Nationale,"Impossible de les avoir au tel!!?
Une cassette (occupé rappeler ultérieurement) !
Il devrait mettre en place plusieurs numéros...  pour chaque service (urgence, administrative...)!","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['impossible', 'avoir', 'tel', 'cassette', 'occupé', 'rappeler', 'ultérieurement', 'devrait', 'mettre', 'place', 'plusieurs', 'numéros', 'chaque', 'service', 'urgence', 'administrative']",Négatif,impossible avoir tel cassette
Police Nationale,"J y suis allee a ce jour juste une envie partir.
Pas a l écoute on a l air de deranger pas étonnant qu il y ait tant de problèmes ds cette ville.","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['allee', 'jour', 'juste', 'envie', 'partir', 'écoute', 'air', 'deranger', 'étonnant', 'tant', 'problèmes', 'ds', 'cette', 'ville']",Négatif,allee jour juste envie
Police Nationale,"Du jamais vu, injoignable","8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['jamais', 'vu', 'injoignable']",Négatif,jamais vu injoignable
Police Nationale,Ils sont toujours injoignable ou indisponible.,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,"['toujours', 'injoignable', 'indisponible']",Négatif,toujours injoignable indisponible
Police Nationale,Injoignable !!!! Répondeur en boucle toute la journée,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['injoignable', 'répondeur', 'boucle', 'toute', 'journée']",Négatif,injoignable répondeur boucle toute
Police Nationale,Injoignable,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,['injoignable'],Négatif,injoignable
Police Nationale,injoignable,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,['injoignable'],Négatif,injoignable
Police Nationale,injoignable,"8a Av. Charles de Gaulle, 78170 La Celle-Saint-Cloud",il y a 2 ans, Ile-de-France,48.6443057,2.7537863,['injoignable'],Négatif,injoignable
Commissariat de Police Nationale,"Franchement niveau rapidité c’est a revoir. J’ai rater 5 train ( pour bien vous montrez leurs lenteur) pour 1h30 d’attentes environ pour déposer une simple petite plainte et 30-40mins d’intervention, 2 personnes sont passer avant moi et ça s’est fini rapidement.
Quand je vais demander quand est-ce à mon tour « eh bah vous attendez » d’un ton très hautain !

Bref, des tortues mais heureusement que au moment de la plainte la dame est très professionnel sinon c’est à revoir.

Arrivée à 12h30 et repartie à 14h30, rien à dire sur cela.

La prochaine fois prévenez quand ils y’a une longue attente ça évitera les mauvais commentaire comme celui cis.
Consciente que vous avez beaucoup de boulot mais il ne faut pas abusé de la patience des gens.","46 Av. du Président Salvador Allende, 77100 Meaux",il y a 9 mois, Ile-de-France,48.6443057,2.7537863,"['franchement', 'niveau', 'rapidité', 'revoir', 'rater', 'train', 'montrez', 'leurs', 'lenteur', 'attentes', 'environ', 'déposer', 'simple', 'petite', 'plainte', 'mins', 'intervention', 'personnes', 'passer', 'avant', 'ça', 'fini', 'rapidement', 'quand', 'vais', 'demander', 'quand', 'tour', 'eh', 'bah', 'attendez', 'très', 'hautain', 'bref', 'tortues', 'heureusement', 'moment', 'plainte', 'dame', 'très', 'professionnel', 'sinon', 'revoir', 'arrivée', 'repartie', 'rien', 'dire', 'cela', 'prochaine', 'fois', 'prévenez', 'quand', 'longue', 'attente', 'ça', 'évitera', 'mauvais', 'commentaire', 'comme', 'celui', 'cis', 'consciente', 'beaucoup', 'boulot', 'faut', 'abusé', 'patience', 'gens']",Négatif,quand revoir plainte ça
Commissariat de Police Nationale,"Prendre rdv pour un dépôt de plainte il y a 1 mois et se déplacer un lundi 9h pour s'entendre dire ""madame je ne reçois que monsieur, une personne par bureau, je ne vous recevrais pas"". J'imagine qu'il ne doit pas être jouissif de passer …","46 Av. du Président Salvador Allende, 77100 Meaux",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['prendre', 'rdv', 'dépôt', 'plainte', 'mois', 'déplacer', 'lundi', 'entendre', 'dire', 'madame', 'reçois', 'monsieur', 'personne', 'bureau', 'recevrais', 'imagine', 'doit', 'être', 'jouissif', 'passer']",Négatif,prendre rdv dépôt plainte
Commissariat de Police Nationale,"Jeudi 12 Août 2021, 19h10, quartier Centre Commercial Beauval. Une descente de Police, 5 véhicule roulant à grande vitesse, dans une zone piétonne, la première voiture manque de renverser nos 2 filles et mon épouse, nous avons eu à peine le …","46 Av. du Président Salvador Allende, 77100 Meaux",il y a 1 an, Ile-de-France,48.6443057,2.7537863,"['jeudi', 'août', 'quartier', 'centre', 'commercial', 'beauval', 'descente', 'police', 'véhicule', 'roulant', 'grande', 'vitesse', 'zone', 'piétonne', 'première', 'voiture', 'manque', 'renverser', 'filles', 'épouse', 'peine']",Négatif,jeudi août quartier centre
Commissariat de Police Nationale,"1h du matin signalement de squatteur dans un parc public. 5h30 les squatteurs ont dormis tranquille…
Bravo, la prochaine fois je dois régler ça moi même ?","46 Av. du Président Salvador Allende, 77100 Meaux",il y a 10 mois, Ile-de-France,48.6443057,2.7537863,"['matin', 'signalement', 'squatteur', 'parc', 'public', 'squatteurs', 'dormis', 'tranquille', 'bravo', 'prochaine', 'fois', 'dois', 'régler', 'ça']",Négatif,squatteur matin signalement parc
